episode,loss,acc,inf_ms,timestamp
0,292.3371887207031,35.999998450279236,0.01935424006660469,2026-07-30T01:47:38.602486+00:00
1,205.65310668945312,25.999999046325684,0.017124320002039894,2026-07-30T01:47:48.690029+00:00
2,80.19796752929688,21.99999988079071,0.017881279927678406,2026-07-30T01:47:58.629744+00:00
3,22.687829971313477,28.00000011920929,0.01871305998065509,2026-07-30T01:48:19.871387+00:00
4,9.329108238220215,19.999998807907104,0.0185936399793718,2026-07-30T01:48:40.641432+00:00
5,2.831146478652954,19.999998807907104,0.02258874010294676,2026-07-30T01:49:01.397334+00:00
6,4.904877185821533,1.9999999552965164,0.017650859954301268,2026-07-30T01:49:22.168782+00:00
7,4.193184852600098,25.999999046325684,0.01795311996829696,2026-07-30T01:49:32.400089+00:00
8,1.4680930376052856,23.999999463558197,0.019700660050148144,2026-07-30T01:49:42.558229+00:00
9,7.032893657684326,28.00000011920929,0.018160279869334772,2026-07-30T01:50:03.632614+00:00
10,6.695786476135254,15.999999642372131,0.017798100016079843,2026-07-30T01:50:13.658448+00:00
11,1.378263235092163,15.999999642372131,0.019088980043306947,2026-07-30T01:50:23.697767+00:00
12,1.7752282619476318,28.00000011920929,0.018413100042380393,2026-07-30T01:50:33.860638+00:00
13,1.1622234582901,3.999999910593033,0.018565600039437413,2026-07-30T01:50:43.860404+00:00
14,5.600170135498047,14.000000059604645,0.018598419992486015,2026-07-30T01:51:04.729212+00:00
15,1.2374144792556763,7.999999821186066,0.01889033999759704,2026-07-30T01:51:14.750010+00:00
16,3.1293418407440186,21.99999988079071,0.019077379984082654,2026-07-30T01:51:24.658686+00:00
17,5.943246364593506,19.999998807907104,0.017249560041818768,2026-07-30T01:51:34.724250+00:00
18,1.3618841171264648,19.999998807907104,0.018921419978141785,2026-07-30T01:51:44.777359+00:00
19,1.8214097023010254,0.0,0.01932459999807179,2026-07-30T01:52:05.883257+00:00
20,1.2854467630386353,19.999998807907104,0.019900820043403655,2026-07-30T01:52:26.999849+00:00
21,1.0855751037597656,17.999999225139618,0.018552279943833128,2026-07-30T01:52:36.879012+00:00
22,1.1042109727859497,25.999999046325684,0.01811333990190178,2026-07-30T01:52:57.879105+00:00
23,1.407019019126892,23.999999463558197,0.018912520026788116,2026-07-30T01:53:18.892208+00:00
24,2.2204952239990234,25.999999046325684,0.019096420001005754,2026-07-30T01:53:39.560714+00:00
25,1.590832233428955,7.999999821186066,0.017763719952199608,2026-07-30T01:53:49.633984+00:00
26,7.60365104675293,19.999998807907104,0.01907042009406723,2026-07-30T01:53:59.574248+00:00
27,1.2056043148040771,19.999998807907104,0.018030619976343587,2026-07-30T01:54:20.540722+00:00
28,1.7309075593948364,25.999999046325684,0.017742120107868686,2026-07-30T01:54:41.379138+00:00
29,1.5737696886062622,19.999998807907104,0.021233860024949536,2026-07-30T01:54:51.510615+00:00
30,2.4407413005828857,15.999999642372131,0.017907459987327456,2026-07-30T01:55:01.429351+00:00
31,1.9766209125518799,19.999998807907104,0.020757940073963255,2026-07-30T01:55:22.259430+00:00
32,1.3193169832229614,15.999999642372131,0.020693320111604407,2026-07-30T01:55:32.635157+00:00
33,1.1637635231018066,39.99999761581421,0.017689960077404976,2026-07-30T01:55:53.534366+00:00
34,2.2914631366729736,21.99999988079071,0.02021872001932934,2026-07-30T01:56:03.484228+00:00
35,4.059384822845459,19.999998807907104,0.017262120090890676,2026-07-30T01:56:13.461256+00:00
