episode,loss,acc,inf_ms,timestamp
0,1.264501690864563,51.99999809265137,3.2746809600212146,2026-08-18T13:00:05.782369+00:00
1,1.093827486038208,69.9999988079071,2.4671942799614044,2026-08-18T13:00:16.826728+00:00
2,0.9392692446708679,65.99999666213989,2.440477159980219,2026-08-18T13:00:27.837002+00:00
3,0.9040576815605164,75.99999904632568,2.598216179976589,2026-08-18T13:00:38.706229+00:00
4,0.9043516516685486,75.99999904632568,2.4790148199826945,2026-08-18T13:01:00.847723+00:00
5,0.5928828716278076,63.999998569488525,2.4702632799744606,2026-08-18T13:01:11.551904+00:00
6,0.4548591673374176,91.99999570846558,2.485106500025722,2026-08-18T13:01:33.849726+00:00
7,0.6575102210044861,79.99999523162842,2.5078979400132084,2026-08-18T13:01:44.783429+00:00
8,0.6649209856987,74.00000095367432,2.569815339957131,2026-08-18T13:02:07.394858+00:00
9,0.5907600522041321,68.00000071525574,2.385022839953308,2026-08-18T13:02:18.564308+00:00
10,0.6080145835876465,71.99999690055847,2.433222939944244,2026-08-18T13:02:29.469441+00:00
11,0.480001300573349,83.99999737739563,2.6199164600257063,2026-08-18T13:02:51.240773+00:00
12,0.6938607096672058,75.99999904632568,2.4778246600180864,2026-08-18T13:03:13.196941+00:00
13,0.4551026523113251,85.999995470047,2.5110989999666344,2026-08-18T13:03:24.026987+00:00
14,0.6325448155403137,75.99999904632568,2.4827228399954038,2026-08-18T13:03:35.090770+00:00
15,0.335480272769928,87.99999952316284,4.975280219950946,2026-08-18T13:03:56.928961+00:00
16,0.6097260117530823,74.00000095367432,2.4982285399892135,2026-08-18T13:04:07.908588+00:00
17,0.267249196767807,91.99999570846558,2.4501800200232537,2026-08-18T13:04:18.585240+00:00
18,0.4103968143463135,87.99999952316284,2.6129115399817238,2026-08-18T13:04:29.423116+00:00
19,0.4333365559577942,87.99999952316284,2.450923939977656,2026-08-18T13:04:40.064359+00:00
20,0.45748475193977356,79.99999523162842,2.53033005996258,2026-08-18T13:04:50.738016+00:00
21,0.48266714811325073,79.99999523162842,2.44118113994773,2026-08-18T13:05:01.354997+00:00
22,0.5485936403274536,77.99999713897705,2.5246130799496314,2026-08-18T13:05:12.063615+00:00
23,0.539176881313324,79.99999523162842,2.4451668999972753,2026-08-18T13:05:22.516592+00:00
24,0.33886146545410156,89.99999761581421,2.457099120001658,2026-08-18T13:05:33.176328+00:00
25,0.61798095703125,71.99999690055847,2.402558579997276,2026-08-18T13:05:54.718202+00:00
26,0.43006816506385803,83.99999737739563,2.5348458799999207,2026-08-18T13:06:16.372634+00:00
27,0.4259568154811859,85.999995470047,2.4182956400181865,2026-08-18T13:06:27.206267+00:00
28,0.4832106828689575,83.99999737739563,2.439623460013536,2026-08-18T13:06:48.998222+00:00
29,0.48977401852607727,69.9999988079071,2.5702595400071004,2026-08-18T13:06:59.767745+00:00
30,0.2615758180618286,95.99999785423279,2.5561651599855395,2026-08-18T13:07:21.661132+00:00
31,0.2791213393211365,95.99999785423279,2.4121822999586584,2026-08-18T13:07:43.525882+00:00
32,0.5070176720619202,79.99999523162842,2.440048680000473,2026-08-18T13:07:54.359093+00:00
33,0.324086993932724,91.99999570846558,2.4286083199694986,2026-08-18T13:08:05.097598+00:00
34,0.5400959253311157,77.99999713897705,2.4375368199980585,2026-08-18T13:08:15.849043+00:00
35,0.21966144442558289,93.99999976158142,2.394390379995457,2026-08-18T13:08:26.654801+00:00
36,0.7198854088783264,74.00000095367432,2.5088912199862534,2026-08-18T13:08:37.364074+00:00
37,0.4108273684978485,75.99999904632568,2.4305512600403745,2026-08-18T13:08:48.209318+00:00
38,0.4748217761516571,81.99999928474426,2.414227219996974,2026-08-18T13:08:58.877993+00:00
39,0.3725297451019287,81.99999928474426,2.431897799979197,2026-08-18T13:09:20.578003+00:00
40,0.5921627283096313,83.99999737739563,2.4215406200528378,2026-08-18T13:09:42.308469+00:00
