method,backbone,n_way,k_shot,path,episode,test_acc,timestamp
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,99,-inf,2026-07-25T11:20:48.607288+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,49,-inf,2026-07-25T11:22:13.968173+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,149,-inf,2026-07-25T11:32:08.723726+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,99,-inf,2026-07-25T11:33:22.443915+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,199,-inf,2026-07-25T11:44:31.491408+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,149,-inf,2026-07-25T11:45:36.953841+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,249,-inf,2026-07-25T11:56:13.345127+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,199,-inf,2026-07-25T11:57:06.432949+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,299,-inf,2026-07-25T12:07:29.689565+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,249,-inf,2026-07-25T12:08:14.658139+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,349,-inf,2026-07-25T12:20:58.366732+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,299,-inf,2026-07-25T12:21:29.057425+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,399,-inf,2026-07-25T12:32:21.549936+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,349,-inf,2026-07-25T12:32:44.467620+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,449,-inf,2026-07-25T12:44:16.533045+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,399,-inf,2026-07-25T12:44:35.698924+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,499,-inf,2026-07-25T12:55:10.056310+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,449,-inf,2026-07-25T12:55:21.363362+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,549,-inf,2026-07-25T13:06:46.919207+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,499,-inf,2026-07-25T13:06:58.404365+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,599,-inf,2026-07-25T13:17:45.362933+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,549,-inf,2026-07-25T13:17:54.768475+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,649,-inf,2026-07-25T13:29:31.342387+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,599,-inf,2026-07-25T13:29:39.380881+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,699,-inf,2026-07-25T13:41:59.501103+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,649,-inf,2026-07-25T13:42:03.025072+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,699,-inf,2026-07-25T13:52:40.382062+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,749,-inf,2026-07-25T13:52:47.638014+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,749,-inf,2026-07-25T14:05:01.532656+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,799,-inf,2026-07-25T14:05:14.641840+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,799,-inf,2026-07-25T14:16:43.402001+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,849,-inf,2026-07-25T14:17:00.972818+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,849,-inf,2026-07-25T14:28:30.492012+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,899,-inf,2026-07-25T14:28:49.630659+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,899,-inf,2026-07-25T14:40:01.705189+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,949,-inf,2026-07-25T14:40:22.672543+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,949,-inf,2026-07-25T14:51:05.372436+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,999,-inf,2026-07-25T14:51:39.341663+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_best.pt,999,19.679999398067594,2026-07-25T15:00:34.296617+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,999,19.679999398067594,2026-07-25T15:00:34.388646+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,999,19.679999398067594,2026-07-25T15:02:50.192471+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_best.pt,999,20.98999948054552,2026-07-25T15:11:32.703281+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,1,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_1shot_latest.pt,999,20.98999948054552,2026-07-25T15:11:32.800793+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,49,-inf,2026-07-25T15:11:57.402212+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,99,-inf,2026-07-25T15:23:55.396287+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,49,-inf,2026-07-25T15:23:57.380581+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,99,-inf,2026-07-25T15:34:20.720145+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,149,-inf,2026-07-25T15:34:25.185808+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,149,-inf,2026-07-25T15:45:47.240580+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,199,-inf,2026-07-25T15:46:29.946158+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,199,-inf,2026-07-25T15:57:11.030376+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,249,-inf,2026-07-25T15:57:57.373958+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,249,-inf,2026-07-25T16:09:05.400250+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,299,-inf,2026-07-25T16:09:31.719755+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,299,-inf,2026-07-25T16:20:31.519091+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,349,-inf,2026-07-25T16:21:04.207161+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,349,-inf,2026-07-25T16:32:31.767714+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,399,-inf,2026-07-25T16:32:43.438560+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,399,-inf,2026-07-25T16:43:39.528223+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,449,-inf,2026-07-25T16:44:02.692408+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,449,-inf,2026-07-25T16:55:10.352896+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,499,-inf,2026-07-25T16:56:00.193192+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,499,-inf,2026-07-25T17:07:36.437523+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,549,-inf,2026-07-25T17:07:57.243809+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,549,-inf,2026-07-25T17:18:38.398916+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,599,-inf,2026-07-25T17:19:22.707417+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,599,-inf,2026-07-25T17:30:42.340227+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,649,-inf,2026-07-25T17:31:44.708991+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,649,-inf,2026-07-25T17:42:35.660098+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,699,-inf,2026-07-25T17:43:08.169960+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,699,-inf,2026-07-25T17:53:55.387535+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,749,-inf,2026-07-25T17:54:46.508588+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,749,-inf,2026-07-25T18:06:28.105038+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,799,-inf,2026-07-25T18:07:40.830882+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,799,-inf,2026-07-25T18:18:46.251625+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,849,-inf,2026-07-25T18:20:14.858954+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,849,-inf,2026-07-25T18:30:40.666590+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,899,-inf,2026-07-25T18:32:31.274339+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,899,-inf,2026-07-25T18:41:43.642556+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,949,-inf,2026-07-25T18:43:34.127990+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,949,-inf,2026-07-25T18:53:30.713374+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,999,-inf,2026-07-25T18:54:43.916483+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_best.pt,999,21.739999439567327,2026-07-25T19:03:12.911014+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,999,21.739999439567327,2026-07-25T19:03:13.008950+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,999,21.739999439567327,2026-07-25T19:05:15.189919+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,5,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_5shot_latest.pt,999,21.709999430924654,2026-07-25T19:13:52.127924+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,49,-inf,2026-07-25T19:14:32.926822+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,49,-inf,2026-07-25T19:25:56.190363+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,99,-inf,2026-07-25T19:27:04.226590+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,99,-inf,2026-07-25T19:38:32.470649+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,149,-inf,2026-07-25T19:38:49.640174+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,149,-inf,2026-07-25T19:50:17.275004+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,199,-inf,2026-07-25T19:51:12.457515+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,199,-inf,2026-07-25T20:01:57.588571+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,249,-inf,2026-07-25T20:02:04.854177+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,299,-inf,2026-07-25T20:12:57.388578+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,249,-inf,2026-07-25T20:13:04.669105+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,299,-inf,2026-07-25T20:24:08.713963+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,349,-inf,2026-07-25T20:24:31.334537+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,349,-inf,2026-07-25T20:35:46.278239+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,399,-inf,2026-07-25T20:36:25.371002+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,399,-inf,2026-07-25T20:47:28.061328+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,449,-inf,2026-07-25T20:48:07.760805+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,449,-inf,2026-07-25T20:58:45.853224+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,499,-inf,2026-07-25T20:59:39.108308+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,499,-inf,2026-07-25T21:10:12.748483+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,549,-inf,2026-07-25T21:11:30.508585+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,549,-inf,2026-07-25T21:21:55.485558+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,599,-inf,2026-07-25T21:23:56.360734+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,599,-inf,2026-07-25T21:35:08.264206+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,649,-inf,2026-07-25T21:35:47.121195+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,649,-inf,2026-07-25T21:46:03.624826+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,699,-inf,2026-07-25T21:47:17.767003+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,699,-inf,2026-07-25T21:57:18.138198+00:00
protonet,mobilenetv4_conv_small.e2400_r224_in1k,5,10,/home/soumik/soumik/misc/output/checkpoints/protonet_mobilenetv4_conv_small.e2400_r224_in1k_5way_10shot_latest.pt,749,-inf,2026-07-25T21:58:34.697840+00:00
